image,MEL,NV,BCC,AKIEC,BKL,DF,VASC
ISIC_0029839,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0024865,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0024375,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0027113,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0031298,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0025980,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0025954,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0033196,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0028906,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0032057,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0027256,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0032168,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0030010,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0033378,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0026438,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0033901,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0029135,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0030812,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0025068,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0032614,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0029608,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0025721,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0030283,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0024626,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0034057,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0026138,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0026467,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0032692,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0030665,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0028710,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0030174,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0027090,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0027178,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0026927,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0029518,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0024669,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0031661,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0033485,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0024946,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0028766,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0031584,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0033660,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0025903,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0026528,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0031270,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0031372,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0030882,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0034170,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0031735,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0028746,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0027058,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0030341,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0028296,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0029248,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0033103,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0030730,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0028107,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0025677,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0029512,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0029541,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0028346,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0030197,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0030244,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0031929,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0024458,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0026728,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0029755,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0030826,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0030076,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0028254,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0033744,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0028200,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0024925,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0024904,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0029978,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0029404,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0027057,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0032164,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0024885,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0034051,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0029025,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0033349,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0031026,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0028211,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0029220,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0034267,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0033695,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0024994,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0028331,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0027615,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0027216,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0032114,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0032613,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0025389,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0032872,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0033847,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0028568,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0026511,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0026645,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0030349,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0024450,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0025700,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0024732,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0026393,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0030956,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0029130,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0032076,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0029524,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0025030,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0029099,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0030594,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0031044,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0024823,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0034245,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0024706,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0029080,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0025948,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0030173,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0024701,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0027635,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0024590,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0026471,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0028323,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0033055,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0032919,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0033808,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0026789,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0027896,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0024822,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0025317,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0030954,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0025485,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0028059,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0025771,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0032022,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0024855,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0029659,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0032642,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0029268,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0034135,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0033969,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0027626,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0029967,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0029824,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0032061,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0027580,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0032036,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0031383,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0026189,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0024777,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0033218,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0027831,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0034205,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0033810,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0026466,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0030546,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0033520,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0029332,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0031005,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0025136,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0029613,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0027960,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0029043,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0032823,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0026083,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0026068,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0025891,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0031922,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0029243,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0027269,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0027905,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0030124,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0032929,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0028651,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0031062,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0030015,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0028228,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0033968,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0033012,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0029783,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0028413,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0025303,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0024402,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0032299,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0027320,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0033458,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0030080,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0029831,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0031443,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0025175,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0033256,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0034141,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0025964,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0031276,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0027159,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0031309,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0025601,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0032390,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0033361,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0028926,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0027473,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0031329,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0031277,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0033931,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0030821,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0028103,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0030375,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0028404,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0026912,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0029770,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0024470,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0029891,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0027606,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0032027,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0029301,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0032897,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0026090,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0031335,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0033817,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0031358,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0029053,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0032671,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0027598,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0025818,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0024332,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0025826,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0034155,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0033811,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0028937,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0025302,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0032596,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0027506,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0024900,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0026870,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0025917,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0033675,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0031557,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0028880,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0029258,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0026908,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0032630,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0034235,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0028820,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0029565,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0029973,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0030528,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0033550,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0026640,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0030260,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0027745,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0025863,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0028866,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0033205,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0033456,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0025875,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0032307,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0032165,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0030411,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0029747,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0031981,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0031166,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0028501,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0027107,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0024845,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0026456,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0025606,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0032468,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0027820,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0029563,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0031377,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0031271,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0030143,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0025576,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0033805,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0031865,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0025312,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0030757,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0033780,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0034047,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0031741,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0033834,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0026614,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0024635,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0026319,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0031993,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0024707,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0025178,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0024827,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0030280,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0026074,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0027704,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0031217,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0026258,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0029067,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0030212,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0031719,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0030722,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0029446,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0028495,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0033049,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0034124,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0033893,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0029598,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0033360,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0032185,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0032906,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0026468,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0025678,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0028122,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0027661,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0028730,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0027529,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0032247,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0034169,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0029166,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0029863,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0027451,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0028361,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0031108,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0025425,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0028229,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0029052,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0031506,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0026574,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0028303,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0030427,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0024710,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0025924,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0032470,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0030321,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0030830,0.0,0.0,0.0,0.0,0.0,1.0,0.0
